external_gene_name,logfc,padj
ZNF830,4.5,0.1122
LIG3,2.1,0.7797
RFFL,-0.4,0.0905
AC004223.3,-6,0.4252
AC004223.4,-3.4,0.3789
AC004223.2,-9.7,0.0415
AC004223.1,-7.7,0.6404
RAD51D,-6.9,0.7327
RNU6-840P,-7.5,0.2887
Vault,8.6,0.7929
FNDC8,-5.9,0.6204
NLE1,4.9,0.9438
UNC45B,-6.7,0.7529
AC022916.4,9.9,0.2302
AC022916.2,-8.6,0.4634
AC022916.3,2.6,0.6237
SLC35G3,-7.1,0.7693
AC022916.1,-3.5,0.7511
SLFN5,8.6,0.734
AC022706.1,-6.7,0.1809
AC060766.2,-8.9,0.1502
SLFN11,-7.7,0.6685
AC060766.3,4.5,0.1163
AC060766.6,-4.2,0.8856
AC060766.4,-4,0.3431
AC060766.7,-9.3,0.0748
AC060766.5,-3.3,0.3398
AC060766.1,-9.4,0.6054
SLFN12,8.9,0.6166
SLFN12,4,0.787
SLFN12,-2.2,0.6114
SLFN12,-3.6,0.3882
SLFN13,-8.8,0.0974
SLFN13,-4.6,0.45
AC015911.4,8.4,0.8491
SLFN12L,9,0.1042
SLFN12L,6.5,0.1515
SLFN12L,1.8,0.7724
SLFN12L,-9.8,0.4504
AC015911.8,3.7,0.6897
AC015911.11,-5.7,0.3628
AC015911.5,9.1,0.09
E2F3P1,-1.6,0.5395
AC015911.7,-3.2,0.3523
AC015911.3,7.2,0.0657
TOMM20P2,-7.3,0.139
AC015911.10,-7.8,0.9369
AC015911.2,-7.7,0.1206
SLFN14,6.3,0.7334
AC015911.6,1.9,0.3227
AC015911.9,9.3,0.1495
AC015911.1,-4.3,0.2122
SNHG30,1,0.9486
SNORD7,0,0.0187
PEX12,-1.7,0.8108
AP2B1,-0.8,0.8531
AC004134.1,-6,0.8284
TAF15,-1.4,0.1318
RASL10B,-9.3,0.3885
GAS2L2,0,0.3289
MMP28,4.1,0.801
AC006237.1,-1.4,0.7994
C17orf50,8.2,0.7727
AC015849.2,7.7,0.8474
AC015849.3,9.9,0.4506
AC015849.4,-3,0.4011
HEATR9,10,0.7616
AC015849.6,-4.8,0.5329
AC015849.1,0.9,0.3601
CCL5,-3.7,0.5503
7SK,8.8,0.2091
AC015849.5,7.2,0.8933
LRRC37A9P,-8.2,0.9697
RDM1,8.5,0.5885
LYZL6,7.8,0.9637
AC244100.1,-1.1,0.9932
CCL16,0.1,0.0769
CCL14,5.6,0.0646
CCL15-CCL14,4.9,0.24
CCL15-CCL14,-4.2,0.7509
AC244100.2,8.1,0.5035
CCL15,1.1,0.8439
CCL15,-7.4,0.7532
AC244100.3,3.2,0.7551
AC244100.4,1.9,0.8348
CCL23,1.8,0.852
CCL23,7.1,0.8074
CCL18,8.7,0.6669
AC243829.4,8.6,0.2811
CCL3,-0.7,0.641
CCL4,-2.9,0.46
RN7SL301P,-1.5,0.8823
AC243829.2,1.4,0.4012
AC243829.7,-2,0.7057
TBC1D3B,-2.5,0.5605
AC243829.1,5.5,0.3643
CCL3L3,-3,0.8805
CCL4L2,1.5,0.6821
AC243829.5,-7.4,0.4667
AC243829.3,-2,0.3998
AC243829.6,2.7,0.5442
TBC1D3I,-9.9,0.1661
AC233699.1,5.3,0.7417
Y_RNA,2.1,0.8899
TBC1D3G,8.3,0.9225
TBC1D3H,4.4,0.3754
RNU6-1192P,2.9,0.5174
TBC1D3F,-7.5,0.2286
TBC1D3J,-3.7,0.5158
ZNHIT3,0.5,0.6482
RNA5SP439,-5.6,0.4462
MYO19,-5,0.8605
PIGW,-10,0.0469
GGNBP2,4.1,0.0318
AC243732.1,-6.2,0.5575
DHRS11,-10,0.4387
MRM1,-9.6,0.8015
AC243830.2,8.2,0.8527
AC243830.3,-4.4,0.754
AC243830.1,3.8,0.2016
LHX1-DT,2.6,0.1199
LHX1,-7.2,0.4552
AC243773.1,8.7,0.1118
AATF,0,0.5385
AC243773.2,-5.6,0.107
AC244093.4,-2.7,0.7374
MIR2909,1.9,0.6393
AC244093.3,7.7,0.8345
AC244093.5,-9.1,0.3712
ACACA,-1.8,0.7889
AC244093.1,-1.9,0.5841
HMGB1P24,3.3,0.4761
AC244093.2,-5.4,0.2193
C17orf78,-6,0.7705
AC243654.3,7,0.3387
TADA2A,3.2,0.5479
AC243654.1,-5.9,0.5118
AC243654.2,7,0.5168
DUSP14,1.1,0.887
SYNRG,1.4,0.2619
AC243585.2,-8.6,0.5836
DDX52,-4.5,0.1349
MIR378J,7.8,0.9444
AC243571.2,7.6,0.3769
AC243585.1,8.9,0.8717
HNF1B,-2.6,0.2237
AC243571.1,-7.8,0.3703
YWHAEP7,-1.1,0.9493
RNU6-489P,0.4,0.7507
TBC1D3K,7.3,0.4905
5S_rRNA,-4.2,0.6266
TBC1D3L,1.6,0.8516
TBC1D3D,-9.4,0.8319
TBC1D3C,8.6,0.8859
AC233968.1,1.7,0.8345
Y_RNA,2.4,0.3204
TBC1D3E,-3.9,0.9494
RNA5SP526,8.4,0.7947
TBC1D3,-9.6,0.9762
NPEPPSP1,0.6,0.8283
Y_RNA,6.1,0.233
MRPL45,-7.1,0.9764
GPR179,-2.8,0.3042
SOCS7,-2.3,0.8206
ARHGAP23,-7.2,0.102
AC244153.1,-5.5,0.8263
SRCIN1,4.6,0.7663
AC006449.1,2.8,0.9028
EPOP,-6.7,0.6507
AC006449.7,9.4,0.5051
MIR4734,-7.9,0.6887
AC006449.6,2.2,0.2788
AC006449.2,-9,0.01
MLLT6,8.5,0.2107
AC006449.3,8.6,0.3714
MIR4726,6,0.1727
CISD3,-2.9,0.6759
RNA5SP440,-1.6,0.0455
PCGF2,-0.5,0.4145
AC006449.5,-3.5,0.2263
PSMB3,3.8,0.8232
RNU6-866P,-6.6,0.5236
PIP4K2B,-7.3,0.6354
CWC25,-7.1,0.597
MIR4727,5.1,0.4138
C17orf98,-5.6,0.0635
RPL23,8.4,0.3558
SNORA21B,-9.7,0.4509
SNORA21,-9.4,0.6117
AC110749.1,3.4,0.3545
LASP1,-8.5,0.7181
AC006441.1,1.4,0.4476
MIR6779,-6.1,0.4636
AC006441.3,-5,0.1702
LINC00672,0.9,0.9308
FBXO47,8.6,0.9654
AC006441.2,0.6,0.4039
AC006441.4,-2,0.9261
AC006441.5,6.9,0.9763
LINC02079,-5.9,0.2194
LRRC37A11P,3.3,0.6985
AC091178.1,-4.8,0.0763
RDM1P5,2.2,0.623
PLXDC1,2.1,0.4701
AC091178.2,2,0.9647
ARL5C,-0.8,0.7335
AC004408.2,8.4,0.0077
AC004408.1,-9.3,0.8583
CACNB1,4.5,0.3776
RPL19,-9.7,0.3206
STAC2,-3.5,0.5965
AC015910.1,9.2,0.2818
FBXL20,6.6,0.4913
AC005288.1,-8.1,0.1125
MED1,-7.3,0.5865
CDK12,-6.9,0.3889
RNU6-233P,0.3,0.8476
AC009283.1,9.7,0.0691
NEUROD2,6,0.9598
AC087491.1,6.5,0.8998
PPP1R1B,9.8,0.6898
STARD3,6.7,0.3662
TCAP,8.6,0.7846
PNMT,-5.3,0.2039
PGAP3,-8.6,0.7216
ERBB2,-3.5,0.8055
MIR4728,-9.2,0.8578
MIEN1,-3.9,0.0466
GRB7,9.4,0.6308
IKZF3,-8.8,0.6153
KRT8P34,7.1,0.3269
AC090844.1,-2,0.0363
ZPBP2,0.2,0.1045
GSDMB,-8.3,0.3872
ORMDL3,-5.4,0.4415
AC090844.2,0.1,0.6542
LRRC3C,0.3,0.1485
GSDMA,3.7,0.2178
PSMD3,1.9,0.3905
AC090844.3,9.8,0.7585
CSF3,-6,0.8965
MED24,2.4,0.4778
MIR6884,-8.4,0.5868
SNORD124,4,0.0574
THRA,1.4,0.8316
NR1D1,5.4,0.2779
AC068669.1,-3.5,0.5956
MSL1,-0.3,0.4405
CASC3,8.7,0.5885
MIR6866,0.3,0.8626
RAPGEFL1,0.3,0.1971
MIR6867,3,0.5126
WIPF2,-9.9,0.3813
CDC6,-2.2,0.8136
RARA,-5.7,0.4183
AC080112.4,-8.3,0.1081
RARA-AS1,-7.7,0.4211
AC080112.3,-2.2,0.8389
GJD3,-4.8,0.4625
AC080112.1,-10,0.1192
PPIAP54,-3.6,0.9252
RNA5SP441,-3.4,0.5744
AC080112.2,-6.4,0.8482
TOP2A,9.7,0.2594
Y_RNA,0.3,0.0309
RPL23AP75,-3.5,0.4077
IGFBP4,-5.3,0.4759
AC018629.1,0.8,0.9845
TNS4,-3,0.4561
AC004585.1,3.3,0.033
CCR7,2,0.6103
AC004585.2,-1.7,0.7023
SMARCE1,-0.7,0.4277
AC073508.2,1.6,0.0504
AC073508.3,-5.4,0.4603
KRT222,-6,0.0319
AC073508.1,4.3,0.8501
KRT24,7.5,0.9624
KRT223P,7.5,0.4608
KRT25,-4.3,0.2139
KRT26,0.2,0.4858
KRT27,8.6,0.2026
KRT28,-8.5,0.5275
AC090283.1,-9.1,0.3459
KRT10,-9.1,0.3275
TMEM99,-9.9,0.9658
AC004231.3,-0.5,0.7543
KRT12,7.5,0.6325
KRT20,-1.4,0.5934
AC004231.1,-4.7,0.4237
KRT23,7.6,0.7088
KRT39,-2.2,0.1994
KRT40,2.6,0.3913
KRTAP3-3,-9.9,0.469
KRTAP3-3,0.4,0.3703
KRTAP3-2,-2.6,0.6788
KRTAP3-2,-0.7,0.558
KRTAP3-4P,7.3,0.4786
KRTAP3-1,4.3,0.7361
KRTAP1-5,-6,0.5713
KRTAP1-4,-1,0.3105
KRTAP1-3,-2,0.415
KRTAP1-1,-0.8,0.9535
KRTAP2-1,0.4,0.547
KRTAP2-1,-9.3,0.6578
KRTAP2-1,-9.6,0.8793
KRTAP2-1,0.6,0.3402
KRTAP2-2,-0.5,0.0966
KRTAP2-2,-5.4,0.5701
KRTAP2-2,-4,0.659
KRTAP2-2,0.9,0.947
KRTAP2-3,-2.2,0.7195
KRTAP2-3,4.4,0.4036
KRTAP2-3,-5,0.4104
KRTAP2-3,2.8,0.9903
KRTAP2-4,3.8,0.774
KRTAP2-4,-1.3,0.8352
KRTAP2-4,0.9,0.7171
KRTAP2-4,7.4,0.5932
KRTAP2-5P,2.3,0.7577
KRTAP4-7,4.8,0.4817
KRTAP4-7,-9.9,0.8184
AC100808.1,-3.1,0.0578
KRTAP4-8,-5,0.8205
KRTAP4-8,-3.2,0.9187
KRTAP4-8,0.2,0.5328
KRTAP4-8,-3,0.2047
KRTAP4-16,-8.1,0.0044
KRTAP4-16,-8.6,0.9936
KRTAP4-16,-0.4,0.1647
KRTAP4-16,-2.3,0.4219
KRTAP4-9,-0.2,0.9251
KRTAP4-9,2,0.4989
KRTAP4-9,1.4,0.8944
KRTAP4-9,-6.7,0.4919
KRTAP4-11,6.4,0.5075
KRTAP4-11,6.9,0.1466
KRTAP4-11,-4.6,0.4549
KRTAP4-11,-4.7,0.3132
KRTAP4-12,4.6,0.4784
KRTAP4-12,-9,0.0783
KRTAP4-6,3.1,0.3296
KRTAP4-6,-5.8,0.0936
KRTAP4-5,8.1,0.2097
KRTAP4-5,-3.8,0.6503
KRTAP4-5,8.4,0.7063
KRTAP4-5,0.4,0.751
KRTAP4-5,-9.7,0.6327
KRTAP4-5,1.1,0.1142
KRTAP4-5,-5.5,0.7867
KRTAP4-5,-4.6,0.3721
KRTAP4-5,2.8,0.6471
KRTAP4-5,1.2,0.7145
KRTAP4-5,9.1,0.2216
KRTAP4-5,7.3,0.097
KRTAP4-5,-1.3,0.5224
KRTAP4-5,7.9,0.5537
KRTAP4-5,6.9,0.3833
KRTAP4-5,-1.7,0.3185
KRTAP4-5,-2.4,0.5406
KRTAP4-5,-9.8,0.5373
KRTAP4-5,0.1,0.313
KRTAP4-5,-6.3,0.9155
KRTAP4-5,-9.8,0.0151
KRTAP4-5,-6.7,0.7648
KRTAP4-5,-6.4,0.193
KRTAP4-5,-6.1,0.2668
KRTAP4-5,4.5,0.1557
KRTAP4-5,-4.8,0.0716
KRTAP4-5,2.3,0.9127
KRTAP4-4,2.4,0.3021
KRTAP4-4,7.7,0.0147
KRTAP4-4,0.6,0.4771
KRTAP4-4,0.1,0.8242
KRTAP4-3,6.2,0.3081
KRTAP4-3,2.7,0.3014
KRTAP4-3,0.6,0.1616
KRTAP4-3,0,0.3475
KRTAP4-3,-6,0.5496
KRTAP4-3,-0.2,0.9065
KRTAP4-3,-5.8,0.2401
KRTAP4-3,-5.8,0.6142
KRTAP4-2,0.6,0.3092
KRTAP4-2,6.9,0.2773
KRTAP4-2,0.5,0.1445
KRTAP4-2,6.2,0.5296
KRTAP4-2,-1.6,0.9537
KRTAP4-1,4.2,0.5318
KRTAP4-1,-7,0.9167
KRTAP4-1,1.3,0.533
KRTAP4-1,-8.3,0.8376
KRTAP4-1,2,0.4027
KRTAP4-17P,-1,0.085
KRTAP9-1,-1.3,0.7838
KRTAP9-1,8.1,0.7438
KRTAP9-1,-5.4,0.8147
KRTAP9-1,9.4,0.0787
KRTAP9-1,-7.4,0.2296
KRTAP9-1,-5.4,0.3901
KRTAP9-1,8.9,0.0054
KRTAP9-1,-2.8,0.8566
KRTAP9-1,-4.8,0.8767
KRTAP9-1,-8.3,0.5564
KRTAP9-1,9.5,0.6914
KRTAP9-1,-9.2,0.2409
KRTAP9-1,1.6,0.7109
KRTAP9-1,-3.1,0.0842
KRTAP9-1,9.3,0.3071
KRTAP9-1,-8.9,0.8751
KRTAP9-1,-5.1,0.11
KRTAP9-1,-7,0.0311
KRTAP9-1,-2.5,0.6769
KRTAP9-1,8.4,0.608
KRTAP9-1,9.2,0.1527
KRTAP9-1,5.6,0.8665
KRTAP9-1,3.3,0.9596
KRTAP9-12P,-2.2,0.4703
KRTAP9-2,-6.9,0.9642
KRTAP9-2,-8.5,0.01
KRTAP9-2,-1.2,0.227
KRTAP9-2,-0.7,0.5328
KRTAP9-3,0.3,0.1308
KRTAP9-3,-9.8,0.1714
KRTAP9-3,-0.8,0.1252
KRTAP9-3,6.5,0.3647
KRTAP9-8,-1.6,0.665
KRTAP9-8,-3.3,0.2999
KRTAP9-8,4.3,0.9268
KRTAP9-8,-4.9,0.5478
KRTAP9-4,1.1,0.0515
KRTAP9-4,2.8,0.6641
KRTAP9-4,9.4,0.7408
KRTAP9-4,-2.3,0.114
KRTAP9-9,8.1,0.9305
KRTAP9-9,6.6,0.474
KRTAP9-9,-9.5,0.3154
KRTAP9-9,-8.7,0.5021
KRTAP9-6,9.6,0.1389
KRTAP9-6,8.3,0.2563
KRTAP9-6,-8.8,0.7181
KRTAP9-6,-5.7,0.6546
KRTAP9-11P,-5.7,0.1493
KRTAP9-7,1.1,0.6527
KRTAP9-7,-2.3,0.7709
KRTAP9-7,4.4,0.9869
KRTAP9-7,9.3,0.9578
KRTAP9-10P,-1.6,0.2539
KRTAP29-1,3.3,0.371
KRTAP29-1,6.3,0.0004
KRTAP16-1,-7,0.9544
KRTAP17-1,5.9,0.708
TBC1D3P7,5.5,0.0845
AC003958.1,-7.7,0.9596
KRT33A,-3.8,0.0264
KRT33A,-5.4,0.0589
KRT33A,6,0.3684
KRT33B,-4.6,0.3081
KRT34,-2.3,0.8805
KRT31,-4.6,0.217
AC003958.2,-2.3,0.2333
KRT41P,9.8,0.6259
KRT37,-0.3,0.0573
KRT38,-0.7,0.34
KRT43P,6.7,0.8404
KRT32,2.3,0.7849
RNU2-32P,6.4,0.5986
KRT35,4.2,0.4831
KRT36,2.2,0.6097
KRT13,-5.2,0.9716
AC019349.1,4.2,0.2781
KRT15,1.8,0.919
MIR6510,-3.1,0.0793
KRT19,-6.6,0.9601
LINC00974,3,0.9258
KRT9,6.5,0.9156
KRT14,-8.9,0.4569
KRT16,-8.2,0.0338
KRT17,8,0.6028
KRT42P,6.1,0.7839
AC130686.1,6.4,0.3201
EIF1,2.5,0.628
GAST,4.2,0.8858
HAP1,-0.9,0.3606
RNA5SP442,-9.4,0.9018
RN7SL399P,-0.9,0.4347
JUP,9,0.0413
P3H4,-2.8,0.3013
FKBP10,6.5,0.6326
NT5C3B,3.1,0.612
KLHL10,4.8,0.302
AC125257.1,-2.5,0.094
KLHL11,-6.5,0.9287
ACLY,0.3,0.6407
AC125257.2,-3,0.6179
TTC25,9.8,0.957
CNP,8.3,0.1505
DNAJC7,-9,0.5787
NKIRAS2,-4.6,0.4045
ZNF385C,6.6,0.3328
C17orf113,-7.3,0.4885
DHX58,-6.8,0.9041
KAT2A,-1,0.1731
AC099811.2,-8.8,0.7194
HSPB9,1.7,0.3166
RAB5C,-3.7,0.6257
AC099811.3,7.2,0.2368
KCNH4,3.5,0.4229
HCRT,-1,0.8528
GHDC,-4.2,0.1126
STAT5B,1.7,0.1644
AC099811.6,-4.6,0.5408
AC099811.4,-2.8,0.1303
AC099811.1,4.7,0.7205
AC099811.5,-4.2,0.7625
STAT5A,-3.5,0.9156
STAT3,-8,0.4117
CAVIN1,-3.2,0.036
RNU7-97P,2.8,0.0574
ATP6V0A1,0.9,0.7907
MIR548AT,-8.2,0.8853
AC107993.1,-9.3,0.3447
AC067852.3,-2.4,0.482
MIR5010,-2.6,0.525
PTP4A2P1,8.6,0.8618
NAGLU,5.2,0.33
AC067852.1,-3.5,0.2934
HSD17B1P1,-1.3,0.5345
AC067852.2,-5.4,0.0811
HSD17B1,3.6,0.6339
COASY,1,0.7134
MLX,7.8,0.9078
PSMC3IP,3.8,0.4386
AC067852.5,-5,0.6297
RETREG3,-9.6,0.8232
AC067852.4,4.7,0.529
TUBG1,-6.9,0.7604
ATP5MGP7,6.3,0.5717
HMGB3P27,-2.3,0.1687
TUBG2,6.7,0.4876
PLEKHH3,5.5,0.0894
CCR10,-9.9,0.0395
AC100793.2,0.1,0.1973
CNTNAP1,5.8,0.0821
AC100793.3,2.8,0.7245
EZH1,6.5,0.302
MIR6780A,4.5,0.6688
AC100793.1,5.5,0.2767
AC100793.4,4.3,0.1858
HMGN2P15,0.2,0.8036
RAMP2-AS1,-8.8,0.7747
RAMP2,4.1,0.4238
VPS25,-5.3,0.9561
WNK4,2.2,0.9287
COA3,0.9,0.882
CNTD1,1.6,0.1863
BECN1,-8.5,0.8639
MIR6781,4.1,0.822
PSME3,8.2,0.1606
AOC2,2.2,0.4521
AOC3,-7.9,0.9805
AOC4P,-3.5,0.7325
LINC00671,-5.4,0.3001
RNU6-287P,-4.2,0.4864
G6PC,-8.8,0.6046
AC055866.1,1.5,0.0714
AARSD1,-10,0.1185
AARSD1,-8,0.6229
PTGES3L-AARSD1,4.3,0.2198
PTGES3L-AARSD1,-8.7,0.656
PTGES3L,4,0.0086
RUNDC1,4,0.1174
RPL27,4.2,0.1501
IFI35,-6.2,0.6688
VAT1,5.6,0.7559
RND2,10,0.6619
BRCA1,-0.5,0.5013
RPL21P4,8.9,0.3516
NBR2,2.9,0.6144
AC135721.2,-3.2,0.7992
AC135721.1,9.3,0.1603
AC060780.1,-2.7,0.7287
AC060780.3,0.8,0.4271
AC060780.2,-3.2,0.0633
NBR1,5.9,0.1098
TMEM106A,4.4,0.286
CCDC200,9.7,0.6774
RNU2-1,7.1,0.5321
U2,1.6,0.8165
U2,7.1,0.3287
U2,7.9,0.8147
U2,-0.9,0.6654
U2,1.4,0.1924
U2,-4.9,0.8544
U2,5,0.9215
U2,6,0.4223
U2,0.3,0.3846
U2,-0.3,0.2806
U2,-5.3,0.9395
U2,-0.2,0.354
LINC00910,2,0.2154
AC109326.1,0.6,0.2279
RNU2-4P,9.9,0.7199
RNU6-1137P,5.3,0.238
ARL4D,-3.6,0.3853
RNU6-470P,8.2,0.735
MIR2117HG,3.4,0.4227
MIR2117,3.1,0.4995
RNU6-406P,-6.9,0.2796
RNU6-971P,7.1,0.3665
AC087650.1,3.3,0.2283
DHX8,6.2,0.0627
ETV4,0.2,0.3169
Metazoa_SRP,-2.9,0.1395
MEOX1,6.5,0.6419
LINC02594,-5.6,0.3268
WHSC1L2P,5.1,0.1128
SOST,-1.9,0.4652
DUSP3,-4.1,0.6072
CFAP97D1,-8.8,0.546
AC003098.1,-1.3,0.903
MPP3,1.6,0.4223
CD300LG,1.5,0.7925
MPP2,-3.6,0.3119
AC007993.3,6.2,0.9584
FAM215A,1.2,0.6983
AC007993.1,8.8,0.2447
AC007993.2,1.6,0.4084
LINC01976,-8.2,0.0775
PPY,-0.2,0.398
PYY,4.7,0.9284
NAGS,6.6,0.8023
TMEM101,-6,0.426
U3,8.4,0.6886
LSM12,0.7,0.1786
G6PC3,-4.8,0.4382
HDAC5,-5.9,0.8601
AC023855.1,-3.7,0.1258
RNU6-131P,2.2,0.3275
HROB,5.1,0.0924
ASB16,-4.3,0.7976
ASB16-AS1,-5.1,0.7627
TMUB2,-5.3,0.0814
ATXN7L3,2.7,0.9756
AC004596.1,7.5,0.8034
UBTF,-6.6,0.7809
MIR6782,-0.1,0.3177
AC003102.1,2.8,0.528
SHC1P2,5.2,0.0812
SLC4A1,-8.1,0.352
AC003043.2,8.3,0.4807
RN7SL507P,8.3,0.4295
RUNDC3A-AS1,0.7,0.2314
U3,-9.5,0.2957
RNU6-453P,-1.9,0.0907
RUNDC3A,-1.7,0.6056
SLC25A39,-4.4,0.8424
AC003043.1,-7.7,0.3767
GRN,-4.9,0.9259
FAM171A2,-6.9,0.2058
RPL7L1P5,4.7,0.1341
ITGA2B,-8.2,0.7977
GPATCH8,5.8,0.4228
RN7SL258P,-4.8,0.033
AC103703.1,-8.2,0.2844
FZD2,1.2,0.4426
AC091152.3,2.8,0.5329
SMCO4P1,-3.7,0.9178
LINC01180,-1.9,0.4635
MEIOC,6.9,0.2789
CCDC43,-6.9,0.4558
AC091152.2,-2.9,0.8451
AC091152.4,-1,0.7052
DBF4B,-8.7,0.4443
RN7SL819P,-0.3,0.6561
AC091152.1,0.1,0.8906
ADAM11,5.5,0.0845
AC005180.2,-4.4,0.7183
AC005180.1,6,0.5821
GJC1,4.6,0.9963
HIGD1B,-0.5,0.0694
EFTUD2,-8.6,0.8369
RN7SL405P,-5.8,0.3046
CCDC103,-6.2,0.348
FAM187A,-5.9,0.2405
GFAP,6.9,0.9256
KIF18B,5.6,0.4518
MIR6783,3.8,0.9063
AC015936.1,-1.1,0.7446
C1QL1,-3.9,0.5696
AC015936.2,4.3,0.7333
DCAKD,1.2,0.8297
NMT1,-6.6,0.0796
Y_RNA,0.8,0.6096
PLCD3,-8.6,0.7921
MIR6784,7.8,0.5219
ACBD4,10,0.7879
AC142472.1,0.1,0.6989
HEXIM1,8.4,0.8364
AC138150.1,-7.5,0.2269
HEXIM2,-5.9,0.7625
AC138150.2,-1.2,0.9603
AC008105.3,-9.1,0.8618
FMNL1,-4.7,0.0369
AC008105.1,7.5,0.1648
AC008105.2,4.3,0.3785
MAP3K14-AS1,-0.8,0.1912
SPATA32,5.7,0.6409
MAP3K14,-7.5,0.1946
RNA5SP443,-10,0.5008
AC003070.2,7.3,0.8286
ARHGAP27,-6.4,0.0195
AC003070.1,-5.5,0.8819
PLEKHM1,7.2,0.2262
AC091132.2,-4.4,0.4498
MIR4315-1,3.2,0.0094
LRRC37A4P,1.6,0.3576
Metazoa_SRP,4.8,0.0344
AC091132.3,-9.7,0.3533
AC091132.1,-9.1,0.2291
AC091132.4,1.4,0.6527
AC091132.5,5.6,0.3522
RDM1P1,-0.5,0.666
DND1P1,0.8,0.7322
AC126544.2,-9.4,0.0911
AC126544.1,-1.2,0.4043
MAPK8IP1P2,-9.1,0.7158
RPS26P8,2.6,0.3754
LINC02210,-3.3,0.3736
LINC02210-CRHR1,2.7,0.0622
AC217774.1,8.6,0.1661
AC217774.2,-9.7,0.5724
CRHR1,-7.6,0.599
MAPT-AS1,-7.8,0.1742
SPPL2C,-7.6,0.8438
MAPT,-4.1,0.6888
MAPT-IT1,-0.1,0.3405
CR936218.2,-8.6,0.6872
CR936218.3,3.1,0.0001
STH,-5,0.9111
KANSL1,3.8,0.2332
CR936218.1,8.5,0.2667
KANSL1-AS1,-7,0.1572
AC217773.1,-3.2,0.8155
MAPK8IP1P1,0.4,0.9322
AC005829.2,6.8,0.8448
AC005829.1,-1.6,0.731
ARL17B,-5.8,0.8131
LRRC37A,6.4,0.6488
LRRC37A,7.7,0.5398
RN7SL656P,7.4,0.6171
NSFP1,-3.2,0.3497
RDM1P2,-7.6,0.2771
LRRC37A2,6.5,0.8941
LRRC37A2,-0.1,0.6372
ARL17A,-1.4,0.8479
RN7SL199P,-8.5,0.0706
FAM215B,9.5,0.0206
NSF,1.5,0.3023
RPS7P11,-7.2,0.5064
WNT3,-9.6,0.308
WNT9B,1.2,0.3676
LINC01974,3.8,0.1606
AC005670.1,-3.5,0.4996
RNU6ATAC3P,1.9,0.1047
GOSR2,4.6,0.2357
AC005670.2,4.2,0.4754
MIR5089,-0.1,0.5418
RPRML,-9.2,0.5051
LRRC37A17P,-9.3,0.9488
AC005670.3,-5.4,0.0922
RN7SL270P,1.4,0.4397
CDC27,4,0.8594
AC002558.1,-6.1,0.6486
AC002558.3,5.7,0.9014
AC002558.2,3.4,0.3439
MYL4,-5.4,0.3409
ITGB3,-0.1,0.2068
AC068234.1,-8.7,0.11
RNU7-186P,-1,0.8616
AC068234.2,2.7,0.222
THCAT158,-4.7,0.338
EFCAB13,-8.2,0.2637
AC040934.1,3.2,0.9333
MRPL45P2,-1.7,0.6138
NPEPPS,-8.6,0.4099
Y_RNA,8.6,0.8895
AC025682.1,0.1,0.1932
KPNB1,-6.8,0.8829
AC015674.1,-1.4,0.0378
TBKBP1,4.1,0.4427
TBX21,8,0.0349
OSBPL7,1.9,0.6192
MRPL10,-4.6,0.4472
LRRC46,10,0.6696
SCRN2,8.2,0.0369
SP6,-7.7,0.8564
AC018521.3,-0.3,0.6676
AC018521.7,10,0.3665
AC018521.5,-3,0.9694
SP2,5.9,0.5232
SP2-AS1,-2.8,0.5746
AC018521.6,8.1,0.3453
PNPO,2.1,0.3221
AC018521.1,2.7,0.0333
AC018521.2,-0.7,0.0402
PRR15L,2.8,0.8161
CDK5RAP3,9.4,0.6468
AC018521.4,5.6,0.4841
COPZ2,7.3,0.6508
MIR152,8.5,0.1563
NFE2L1-DT,-7.5,0.3416
NFE2L1,7.1,0.8785
AC004477.1,7.8,0.2418
AC004477.2,-1.4,0.1062
CBX1,-9.7,0.3846
RNU6-1201P,-6.8,0.5412
SNX11,6.4,0.7441
SKAP1,-9,0.6984
MIR1203,6.4,0.0131
SKAP1-AS1,-8.8,0.8034
RNU6-1152P,-4,0.676
THRA1/BTR,4.8,0.7517
AC036222.2,-1.2,0.5876
U3,-2.7,0.5763
AC036222.1,-9.3,0.048
Y_RNA,5.6,0.9432
HOXB1,-5.7,0.6303
HOXB2,-2.1,0.1353
HOXB-AS1,8.3,0.818
HOXB3,3.7,0.8438
HOXB-AS3,5.1,0.7061
HOXB-AS2,3.4,0.3053
HOXB4,-7.8,0.9495
AC103702.1,-7.6,0.5978
MIR10A,2.3,0.9974
HOXB5,6,0.9467
HOXB6,4.3,0.6611
HOXB7,2.1,0.3138
HOXB8,-5.8,0.2943
HOXB9,-0.2,0.0589
HOXB-AS4,-2.8,0.0382
MIR196A1,7.8,0.7835
AC103702.2,-0.8,0.3759
LINC02086,-3.3,0.7809
AC091179.2,-5.7,0.5598
RPL9P28,6.6,0.068
COX6B1P2,2.7,0.7405
PRAC1,8,0.5647
PRAC2,-8.5,0.8303
AC091179.3,3.7,0.9993
AC091179.4,-4.1,0.7965
MIR3185,-9.7,0.5172
HOXB13,-4.1,0.8625
AC091179.1,4.3,0.364
TTLL6,-1.6,0.3458
RN7SL125P,7.7,0.9354
CALCOCO2,-7.9,0.5234
SUMO2P17,4.4,0.1283
AC068531.1,7.4,0.5621
AC068531.2,9.9,0.0874
ATP5MC1,-0.4,0.9509
AC091133.6,5.7,0.9317
UBE2Z,-0.5,0.7291
